social_site,date,number_results,error
gab,2023-02-09,32,NA
telegram,2023-02-10,23,NA
truth_social,2023-02-10,122,NA
gettr,2023-02-10,46,NA
parler,2023-02-10,6,NA
gab,2023-02-10,34,NA
telegram,2023-02-11,9,NA
truth_social,2023-02-11,152,NA
gettr,2023-02-11,61,NA
parler,2023-02-11,4,NA
gab,2023-02-11,15,NA
telegram,2023-02-12,6,NA
truth_social,2023-02-12,201,NA
gettr,2023-02-12,72,NA
parler,2023-02-12,7,NA
gab,2023-02-12,26,NA
telegram,2023-02-13,22,NA
truth_social,2023-02-13,180,NA
gettr,2023-02-13,69,NA
parler,2023-02-13,3,NA
gab,2023-02-13,11,NA
telegram,2023-02-14,27,NA
truth_social,2023-02-14,220,NA
gettr,2023-02-14,97,NA
parler,2023-02-14,11,NA
gab,2023-02-14,40,NA
telegram,2023-02-15,18,NA
truth_social,2023-02-15,197,NA
gettr,2023-02-15,77,NA
parler,2023-02-15,4,NA
gab,2023-02-15,26,NA
telegram,2023-02-16,12,NA
truth_social,2023-02-16,130,NA
gettr,2023-02-16,82,NA
parler,2023-02-16,8,NA
gab,2023-02-16,40,NA
telegram,2023-02-17,13,NA
truth_social,2023-02-17,151,NA
gettr,2023-02-17,77,NA
parler,2023-02-17,8,NA
gab,2023-02-17,27,NA
telegram,2023-02-18,21,NA
truth_social,2023-02-18,279,NA
gettr,2023-02-18,109,NA
parler,2023-02-18,10,NA
gab,2023-02-18,47,NA
telegram,2023-02-19,13,NA
truth_social,2023-02-19,162,NA
gettr,2023-02-19,50,NA
parler,2023-02-19,6,NA
gab,2023-02-19,23,NA
telegram,2023-02-20,9,NA
truth_social,2023-02-20,202,NA
gettr,2023-02-20,57,NA
parler,2023-02-20,2,NA
gab,2023-02-20,26,NA
telegram,2023-02-21,18,NA
truth_social,2023-02-21,214,NA
gettr,2023-02-21,119,NA
parler,2023-02-21,10,NA
gab,2023-02-21,59,NA
telegram,2023-02-22,14,NA
truth_social,2023-02-22,581,NA
gettr,2023-02-22,101,NA
parler,2023-02-22,9,NA
gab,2023-02-22,55,NA
telegram,2023-02-23,40,NA
truth_social,2023-02-23,308,NA
gettr,2023-02-23,126,NA
parler,2023-02-23,12,NA
gab,2023-02-23,48,NA
telegram,2023-02-24,40,NA
truth_social,2023-02-24,277,NA
gettr,2023-02-24,119,NA
parler,2023-02-24,6,NA
gab,2023-02-24,39,NA
telegram,2023-02-25,28,NA
truth_social,2023-02-25,384,NA
gettr,2023-02-25,209,NA
parler,2023-02-25,6,NA
gab,2023-02-25,100,NA
telegram,2023-02-26,24,NA
truth_social,2023-02-26,631,NA
gettr,2023-02-26,111,NA
parler,2023-02-26,12,NA
gab,2023-02-26,55,NA
telegram,2023-02-27,18,NA
truth_social,2023-02-27,360,NA
gettr,2023-02-27,89,NA
parler,2023-02-27,10,NA
gab,2023-02-27,47,NA
telegram,2023-02-28,29,NA
truth_social,2023-02-28,164,NA
gettr,2023-02-28,33,NA
parler,2023-02-28,7,NA
gab,2023-02-28,35,NA
telegram,2023-03-01,21,NA
truth_social,2023-03-01,142,NA
gettr,2023-03-01,72,NA
parler,2023-03-01,6,NA
gab,2023-03-01,32,NA
telegram,2023-03-02,10,NA
truth_social,2023-03-02,244,NA
gettr,2023-03-02,73,NA
parler,2023-03-02,7,NA
gab,2023-03-02,24,NA
telegram,2023-03-03,15,NA
truth_social,2023-03-03,246,NA
gettr,2023-03-03,56,NA
parler,2023-03-03,10,NA
gab,2023-03-03,19,NA
telegram,2023-03-04,8,NA
truth_social,2023-03-04,81,NA
gettr,2023-03-04,34,NA
parler,2023-03-04,1,NA
gab,2023-03-04,18,NA
telegram,2023-03-05,9,NA
truth_social,2023-03-05,103,NA
gettr,2023-03-05,22,NA
parler,2023-03-05,8,NA
gab,2023-03-05,10,NA
telegram,2023-03-06,50,NA
truth_social,2023-03-06,1581,NA
gettr,2023-03-06,225,NA
parler,2023-03-06,16,NA
gab,2023-03-06,138,NA
telegram,2023-03-07,39,NA
truth_social,2023-03-07,1228,NA
gettr,2023-03-07,212,NA
parler,2023-03-07,25,NA
gab,2023-03-07,116,NA
telegram,2023-03-08,16,NA
truth_social,2023-03-08,439,NA
gettr,2023-03-08,102,NA
parler,2023-03-08,12,NA
gab,2023-03-08,66,NA
telegram,2023-03-09,19,NA
truth_social,2023-03-09,171,NA
gettr,2023-03-09,62,NA
parler,2023-03-09,11,NA
gab,2023-03-09,46,NA
telegram,2023-03-10,13,NA
truth_social,2023-03-10,170,NA
gettr,2023-03-10,65,NA
parler,2023-03-10,8,NA
gab,2023-03-10,50,NA
telegram,2023-03-11,23,NA
truth_social,2023-03-11,218,NA
gettr,2023-03-11,80,NA
parler,2023-03-11,10,NA
gab,2023-03-11,88,NA
telegram,2023-03-12,26,NA
truth_social,2023-03-12,187,NA
gettr,2023-03-12,96,NA
parler,2023-03-12,8,NA
gab,2023-03-12,86,NA
telegram,2023-03-13,36,NA
truth_social,2023-03-13,165,NA
gettr,2023-03-13,63,NA
parler,2023-03-13,10,NA
gab,2023-03-13,46,NA
telegram,2023-03-14,9,NA
truth_social,2023-03-14,103,NA
gettr,2023-03-14,64,NA
parler,2023-03-14,8,NA
gab,2023-03-14,36,NA
telegram,2023-03-15,28,NA
truth_social,2023-03-15,275,NA
gettr,2023-03-15,78,NA
parler,2023-03-15,13,NA
gab,2023-03-15,45,NA
telegram,2023-03-16,37,NA
truth_social,2023-03-16,347,NA
gettr,2023-03-16,91,NA
parler,2023-03-16,10,NA
gab,2023-03-16,84,NA
telegram,2023-03-17,20,NA
truth_social,2023-03-17,66,NA
gettr,2023-03-17,39,NA
parler,2023-03-17,4,NA
gab,2023-03-17,33,NA
telegram,2023-03-18,28,NA
truth_social,2023-03-18,264,NA
gettr,2023-03-18,47,NA
parler,2023-03-18,5,NA
gab,2023-03-18,47,NA
telegram,2023-03-19,26,NA
truth_social,2023-03-19,442,NA
gettr,2023-03-19,112,NA
parler,2023-03-19,14,NA
gab,2023-03-19,132,NA
telegram,2023-03-20,30,NA
truth_social,2023-03-20,254,NA
gettr,2023-03-20,68,NA
parler,2023-03-20,10,NA
gab,2023-03-20,65,NA
telegram,2023-03-21,39,NA
truth_social,2023-03-21,249,NA
gettr,2023-03-21,79,NA
parler,2023-03-21,6,NA
gab,2023-03-21,66,NA
telegram,2023-03-22,29,NA
truth_social,2023-03-22,418,NA
gettr,2023-03-22,159,NA
parler,2023-03-22,16,NA
gab,2023-03-22,109,NA
telegram,2023-03-23,24,NA
truth_social,2023-03-23,127,NA
gettr,2023-03-23,60,NA
parler,2023-03-23,7,NA
gab,2023-03-23,122,NA
telegram,2023-03-24,20,NA
truth_social,2023-03-24,151,NA
gettr,2023-03-24,44,NA
parler,2023-03-24,8,NA
gab,2023-03-24,71,NA
telegram,2023-03-25,5,NA
truth_social,2023-03-25,125,NA
gettr,2023-03-25,22,NA
parler,2023-03-25,6,NA
gab,2023-03-25,36,NA
telegram,2023-03-26,18,NA
truth_social,2023-03-26,83,NA
gettr,2023-03-26,46,NA
parler,2023-03-26,7,NA
gab,2023-03-26,61,NA
telegram,2023-03-27,17,NA
truth_social,2023-03-27,118,NA
gettr,2023-03-27,37,NA
parler,2023-03-27,4,NA
gab,2023-03-27,65,NA
telegram,2023-03-28,17,NA
truth_social,2023-03-28,90,NA
gettr,2023-03-28,33,NA
parler,2023-03-28,6,NA
gab,2023-03-28,66,NA
telegram,2023-03-29,29,NA
truth_social,2023-03-29,133,NA
gettr,2023-03-29,80,NA
parler,2023-03-29,10,NA
gab,2023-03-29,124,NA
telegram,2023-03-30,27,NA
truth_social,2023-03-30,255,NA
gettr,2023-03-30,70,NA
parler,2023-03-30,10,NA
gab,2023-03-30,103,NA
telegram,2023-03-31,20,NA
truth_social,2023-03-31,161,NA
gettr,2023-03-31,85,NA
parler,2023-03-31,13,NA
gab,2023-03-31,87,NA
telegram,2023-04-01,22,NA
truth_social,2023-04-01,141,NA
gettr,2023-04-01,51,NA
parler,2023-04-01,9,NA
gab,2023-04-01,90,NA
telegram,2023-04-02,10,NA
truth_social,2023-04-02,95,NA
gettr,2023-04-02,29,NA
parler,2023-04-02,12,NA
gab,2023-04-02,71,NA
telegram,2023-04-03,31,NA
truth_social,2023-04-03,360,NA
gettr,2023-04-03,98,NA
parler,2023-04-03,15,NA
gab,2023-04-03,164,NA
telegram,2023-04-04,28,NA
truth_social,2023-04-04,602,NA
gettr,2023-04-04,110,NA
parler,2023-04-04,21,NA
gab,2023-04-04,218,NA
telegram,2023-04-05,23,NA
truth_social,2023-04-05,261,NA
gettr,2023-04-05,41,NA
parler,2023-04-05,8,NA
gab,2023-04-05,113,NA
telegram,2023-04-06,20,NA
truth_social,2023-04-06,227,NA
gettr,2023-04-06,46,NA
parler,2023-04-06,24,NA
gab,2023-04-06,83,NA
telegram,2023-04-07,16,NA
truth_social,2023-04-07,245,NA
gettr,2023-04-07,90,NA
parler,2023-04-07,8,NA
gab,2023-04-07,73,NA
telegram,2023-04-08,15,NA
truth_social,2023-04-08,78,NA
gettr,2023-04-08,39,NA
parler,2023-04-08,8,NA
gab,2023-04-08,93,NA
telegram,2023-04-09,8,NA
truth_social,2023-04-09,40,NA
gettr,2023-04-09,20,NA
parler,2023-04-09,3,NA
gab,2023-04-09,39,NA
telegram,2023-04-10,18,NA
truth_social,2023-04-10,48,NA
gettr,2023-04-10,35,NA
parler,2023-04-10,7,NA
gab,2023-04-10,52,NA
telegram,2023-04-11,16,NA
truth_social,2023-04-11,238,NA
gettr,2023-04-11,100,NA
parler,2023-04-11,11,NA
gab,2023-04-11,172,NA
telegram,2023-04-12,17,NA
truth_social,2023-04-12,118,NA
gettr,2023-04-12,49,NA
parler,2023-04-12,4,NA
gab,2023-04-12,98,NA
telegram,2023-04-13,10,NA
truth_social,2023-04-13,61,NA
gettr,2023-04-13,34,NA
parler,2023-04-13,4,NA
gab,2023-04-13,80,NA
telegram,2023-04-14,17,NA
truth_social,2023-04-14,80,NA
gettr,2023-04-14,31,NA
parler,2023-04-14,3,NA
gab,2023-04-14,88,NA
telegram,2023-04-15,6,NA
truth_social,2023-04-15,75,NA
gettr,2023-04-15,21,NA
parler,2023-04-15,0,NA
gab,2023-04-15,39,NA
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
